idx,smiles,P-gp,group,img_path
1009.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,1.0,train,../data/images/P-gp/1009.png
1010.0,CN(N=O)C(=N)N[N+](=O)[O-],0.0,train,../data/images/P-gp/1010.png
1011.0,CN1CCN(CC#CCN2C(=O)[C@@H]3[C@H]4c5ccccc5[C@H](c5ccccc54)[C@@H]3C2=O)CC1,1.0,train,../data/images/P-gp/1011.png
1012.0,CN(C)c1ccc2c(-c3ccccc3)c3ccc(=[N+](C)C)cc-3sc2c1,1.0,train,../data/images/P-gp/1012.png
1013.0,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C(=O)CCC1(C)C,1.0,train,../data/images/P-gp/1013.png
1014.0,COc1cccc2c1Cc1cc(-c3ccccc3)[n+](C)n1-2,1.0,train,../data/images/P-gp/1014.png
1015.0,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,1.0,train,../data/images/P-gp/1015.png
1016.0,Oc1c2cc(-[n+]3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)cc1CO[C@@H](c1ccccc1)[C@H](c1ccccc1)OCCOCCO[C@@H](c1ccccc1)[C@H](c1ccccc1)OC2,1.0,train,../data/images/P-gp/1016.png
1017.0,N[C@@H]1c2c(Br)sc(Br)c2C(=O)[C@H]1Br,0.0,train,../data/images/P-gp/1017.png
1018.0,NC1=Nc2ccccc2Sc2nccn21,0.0,train,../data/images/P-gp/1018.png
1019.0,CCCCCCCCCCCCCCCCOCC(O)CO,0.0,train,../data/images/P-gp/1019.png
1020.0,Cc1cc(I)cc(CN(C)CCCN2CCN(C)CC2)c1O,0.0,train,../data/images/P-gp/1020.png
1021.0,O=c1[nH]cc(F)c(=O)[nH]1,0.0,train,../data/images/P-gp/1021.png
1022.0,CC(C)C[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)NCC(N)=O,0.0,train,../data/images/P-gp/1022.png
1023.0,CCN(CCCl)c1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(CN(C)C)c3)cc2)c1,1.0,train,../data/images/P-gp/1023.png
1024.0,CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc(OCCCN(C)C)cc6)nc5c4)ccc3[nH]2)cc1,0.0,train,../data/images/P-gp/1024.png
1025.0,CCCCCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,1.0,train,../data/images/P-gp/1025.png
1026.0,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1.0,train,../data/images/P-gp/1026.png
1027.0,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1.0,train,../data/images/P-gp/1027.png
1028.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2=O,1.0,train,../data/images/P-gp/1028.png
1029.0,CCSC(=O)/C=C1\CN(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,0.0,train,../data/images/P-gp/1029.png
1030.0,Cc1cc(Cl)ccc1-c1nc(C(=O)NN2CCCCC2)c(S(C)(=O)=O)n1-c1ccc(Cl)cc1,1.0,train,../data/images/P-gp/1030.png
1031.0,CC(C)CN1CN(c2ccccc2)C2(CCN(C[C@@](C)(c3ccc(F)cc3)C3OCCO3)CC2)C1=O,0.0,train,../data/images/P-gp/1031.png
1032.0,O=C(Nc1ccccc1)c1ccccc1OCc1nc2ccccc2n(Cc2ccccc2)c1=O,1.0,train,../data/images/P-gp/1032.png
1033.0,COCO[C@@H]1CC(=O)O[C@H](C)[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]1Cc1ccccc1,1.0,train,../data/images/P-gp/1033.png
1034.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(n2cc(CCCO)nn2)C(O)C(C)O1,0.0,train,../data/images/P-gp/1034.png
1035.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1.0,train,../data/images/P-gp/1035.png
1036.0,COc1cc2c(c3c1OCO3)-c1c(cc(OC)c3c1OCO3)C(=O)N(CCN1CCN(Cc3ccccc3)CC1)C2,1.0,train,../data/images/P-gp/1036.png
1037.0,c1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1.0,train,../data/images/P-gp/1037.png
1038.0,COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1OC)OCO5,1.0,train,../data/images/P-gp/1038.png
1039.0,N#CC1(c2ccncn2)CCN(Cc2cc3c(c4ccccc24)CN([C@H]2CCCC[C@@H]2O)C3=O)CC1,1.0,train,../data/images/P-gp/1039.png
1040.0,CC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)cc1,0.0,train,../data/images/P-gp/1040.png
1041.0,CC1(C)[C@@H](O)CC[C@]2(C)C3=C([C@@H](O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)C(=O)C3=O,1.0,train,../data/images/P-gp/1041.png
1042.0,NC(=S)N/N=C/c1ccc(O)cn1,0.0,train,../data/images/P-gp/1042.png
1043.0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.0,train,../data/images/P-gp/1043.png
1044.0,CCOC(=O)C1=CN(Cc2ccccc2)c2ccccc2C1c1ccc(OC)c(OC)c1,1.0,train,../data/images/P-gp/1044.png
1045.0,NCC1(CC(=O)O)CCCCC1,0.0,train,../data/images/P-gp/1045.png
1046.0,CC(C)=CCCC(C)=CCc1cc(C=Cc2cc(O)c(CC=C(C)C)c(O)c2)cc(O)c1O,0.0,train,../data/images/P-gp/1046.png
1047.0,COc1cc2c(cc1OC)CN(Cc1cccc(-c3ccccc3)c1)CC2,1.0,train,../data/images/P-gp/1047.png
1048.0,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,1.0,train,../data/images/P-gp/1048.png
1049.0,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.0,train,../data/images/P-gp/1049.png
1050.0,CCCCCCCCCCCCP(=O)(O)OCC(N)C(=O)O,0.0,train,../data/images/P-gp/1050.png
1051.0,CCNc1nc(Cl)nc(NC(C)C)n1,0.0,train,../data/images/P-gp/1051.png
1052.0,NS(=O)(=O)c1ccc(NC(=O)N/N=C/c2ccccc2[N+](=O)[O-])cc1,0.0,train,../data/images/P-gp/1052.png
1053.0,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(Cc5ccccc5)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(Cc3ccccc3)C(=O)OC2C)c(N)c1=O,1.0,train,../data/images/P-gp/1053.png
1054.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1,1.0,train,../data/images/P-gp/1054.png
1055.0,Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4c(F)ccc(F)c43)nc2)cn1,0.0,train,../data/images/P-gp/1055.png
1056.0,CN(C)c1cccc(-c2c3ccc(=[N+](C)C)cc-3[se]c3c4c5c(cc23)CCCN5CCC4)c1,0.0,train,../data/images/P-gp/1056.png
1057.0,C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,1.0,train,../data/images/P-gp/1057.png
1058.0,Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2N2CCCCCC2)cc1,0.0,train,../data/images/P-gp/1058.png
1059.0,COc1c(C)c(OC)c2c(c1O)[C@@H]1[C@@H]3Cc4c(OC)c(C)c(OC)c(O)c4[C@H](CNC(=O)c4cnc5ccccc5n4)N3[C@@H](C#N)[C@H](C2)N1C,1.0,train,../data/images/P-gp/1059.png
1060.0,Cc1ccc(C)c(NC(=O)CCC(=NNC(=O)c2c(O)ccc3ccccc23)C(C)C(=O)c2ccc(O)cc2)c1,0.0,train,../data/images/P-gp/1060.png
1061.0,Brc1c2c(c(Br)c3nsnc13)N=S=N2,0.0,train,../data/images/P-gp/1061.png
1062.0,CO[C@@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)/C(C)=C/C=C\[C@@H](C)[C@H](OC(N)=O)/C(C)=C/[C@@H](C)[C@@H]1O)C2=O,1.0,train,../data/images/P-gp/1062.png
1063.0,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@H]1C,1.0,train,../data/images/P-gp/1063.png
1064.0,CCC1C[C@H]([C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]23C)OC(=O)C1C,0.0,train,../data/images/P-gp/1064.png
1065.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,1.0,train,../data/images/P-gp/1065.png
1066.0,CC(=O)O[C@]12C[C@H](C)[C@H](OS(=O)(=O)c3ccccc3)[C@@H]1/C=C(\C)CC[C@H]1[C@@H](/C=C(\C)C2=O)C1(C)C,1.0,train,../data/images/P-gp/1066.png
1067.0,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0,train,../data/images/P-gp/1067.png
1068.0,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1.0,train,../data/images/P-gp/1068.png
1069.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.0,train,../data/images/P-gp/1069.png
1070.0,CC(=O)Nc1cc(C(=O)Nc2cc(C(=O)N3CC(CCl)c4c3cc(N)c3ccccc43)nn2C)nn1C,1.0,train,../data/images/P-gp/1070.png
1071.0,C[C@H](Nc1cc(N2CCCC(N3CCc4c(cccc4-c4cccnc4)C3)C2)ncn1)c1ccc(Cl)cc1,0.0,train,../data/images/P-gp/1071.png
1072.0,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NS(=O)(=O)c1cccc2cccnc12)B(O)O,1.0,train,../data/images/P-gp/1072.png
1073.0,N#Cc1cc2c(n([C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c1=S)CCCC2,0.0,train,../data/images/P-gp/1073.png
1074.0,CCOc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](N)CC[C@@H]12,0.0,train,../data/images/P-gp/1074.png
1075.0,COc1cc2c(cc1OC)CN(Cc1ccccc1-c1ccccc1)CC2,1.0,train,../data/images/P-gp/1075.png
1076.0,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](C1)C(=O)C=C1[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)[C@@H](CCC(C)(C)OC(C)=O)OC(C)=O)CC[C@@]12O,1.0,train,../data/images/P-gp/1076.png
1077.0,CC(=O)O[C@]12C[C@H](C)[C@H](O)[C@@H]1/C=C(\C)CC[C@H]1[C@@H](/C=C(\C)C2=O)C1(C)C,0.0,train,../data/images/P-gp/1077.png
1078.0,CC(=O)OC[C@H]1O[C@@H](N2C(=S)[C@H](C#N)[C@@H](c3ccccc3)C=C2c2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.0,train,../data/images/P-gp/1078.png
1079.0,NC1=NC[C@@H]2c3ccccc3Cc3ccccc3N12,1.0,train,../data/images/P-gp/1079.png
1080.0,Cc1n(C)c2c([n+]1CC(C)C)C(=O)c1ccccc1C2=O,1.0,train,../data/images/P-gp/1080.png
1081.0,COc1c(C(=O)N[C@H]2CCCC[C@@H]2O)cc(CN2CCC(C#N)(c3ccccn3)CC2)c2ccccc12,0.0,train,../data/images/P-gp/1081.png
1082.0,COC(=O)c1c(F)cccc1-c1ccc(CNC(=O)C2(NC(=O)C(Cl)Cl)CC2)c(F)c1,1.0,train,../data/images/P-gp/1082.png
1083.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](N)CC2,1.0,train,../data/images/P-gp/1083.png
1084.0,NC(=O)CN12->[Eu]34<-N(CC(N)=O)(CC1)CCN->3(CC(N)=O)CCN->4(CC(N)=O)CC2,0.0,train,../data/images/P-gp/1084.png
1085.0,C[C@@H](C1=CCc2ccccc21)[C@@H](NC(=O)N1CCN(n2c(=O)[nH]c3ccccc32)CC1)C(=O)NC[C@@H]1CCC[C@H](CN)C1,1.0,train,../data/images/P-gp/1085.png
1086.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(n2cc(CO)nn2)C(O)C(C)O1,0.0,train,../data/images/P-gp/1086.png
1087.0,COc1ccc2[nH]c3c(C)c4ccnc(NCCCN(C)CCCNC(=O)NCCCN(C)CCCNc5nccc6c(C)c7[nH]c8ccc(OC)cc8c7c(C)c56)c4c(C)c3c2c1,1.0,train,../data/images/P-gp/1087.png
1088.0,O=C1c2ccccc2C(=O)c2c1ccc1conc21,0.0,train,../data/images/P-gp/1088.png
1089.0,COc1cc2cc(C(=O)N3CC(CCl)c4ccc([N+](C)(C)Cc5ccc([N+](=O)[O-])cc5)cc43)[nH]c2c(OC)c1OC,0.0,train,../data/images/P-gp/1089.png
1090.0,CCCC(=O)Nc1cc(/C=C/C(=O)N2CC(CCl)c3c2cc(OC(C)=O)c2[nH]cc(C)c32)n(C)c1,1.0,train,../data/images/P-gp/1090.png
1091.0,CCCS(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,0.0,train,../data/images/P-gp/1091.png
1092.0,S=C=NCCc1ccccc1,0.0,train,../data/images/P-gp/1092.png
1093.0,COc1ccc2c(c1)/C(=C\c1c(-c3cc(OC)ccc3OC)nc3sc(C)cn13)C(=O)N2C,0.0,train,../data/images/P-gp/1093.png
1094.0,O=C(N[C@H](C=CS(=O)(=O)c1ccccc1)CCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,1.0,train,../data/images/P-gp/1094.png
1095.0,CC(=O)O[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](OC(=O)[C@H]3CC[C@H]4[C@@H](C3)O[C@@]3(C[C@H](OC(=O)C=Cc5ccccc5)[C@H](C)CO3)[C@]43CO3)O[C@H](C)[C@@H](O)[C@@H]2OC(C)=O)O[C@H](C)[C@H]1O,1.0,train,../data/images/P-gp/1095.png
1096.0,Nc1c2c(=O)[nH]c(=O)c2c(N)c2c(=O)c3ccccc3c(=O)c12,0.0,train,../data/images/P-gp/1096.png
1097.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](O)C2,0.0,train,../data/images/P-gp/1097.png
1098.0,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,0.0,train,../data/images/P-gp/1098.png
1099.0,Nc1c2c(nc3ccccc13)N(c1ccccc1)CC2,1.0,train,../data/images/P-gp/1099.png
1100.0,COC1(CC[C@@H](C)COC2OC(CO)C(O)C(O)C2O)OC2C[C@H]3[C@@H]4CC[C@H]5C[C@@H](OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)C2[C@@H]1C,1.0,train,../data/images/P-gp/1100.png
1101.0,S=c1[nH]c2ccc(Br)cc2c(=S)s1,0.0,train,../data/images/P-gp/1101.png
1102.0,C[n+]1c2ccccc2c2/c(=C\C#N)c3ccccc3n21,1.0,train,../data/images/P-gp/1102.png
1103.0,CCCCC[C@H](O)C=C[C@H]1C=CC(=O)[C@@H]1CC=CCCCC(=O)O,1.0,train,../data/images/P-gp/1103.png
1104.0,CO[C@@H]1[C@H](O)C[C@@H](O[C@@H]2C[C@H](Oc3cc(O)c4c(O)c5c(cc4c3)C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)[C@H](O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]6C[C@H](OC)[C@@H](OC(=O)C(C)C)[C@H](C)O6)[C@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C5=O)O[C@H](C)[C@@H]2OC(C)=O)O[C@@H]1C,1.0,train,../data/images/P-gp/1104.png
1105.0,Nc1c2c(nc3cc(Br)ccc13)N(C1CCCCC1)CC2,0.0,train,../data/images/P-gp/1105.png
1106.0,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,1.0,train,../data/images/P-gp/1106.png
1107.0,CCn1c(-c2c(Cl)cc(O)cc2Cl)cc2c(Cl)cc(O)cc21,0.0,train,../data/images/P-gp/1107.png
1108.0,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,0.0,train,../data/images/P-gp/1108.png
1109.0,Cn1c2ccccc2[n+]2c3ccccc3c(NCCCn3ccnc3)c(C#N)c12,1.0,train,../data/images/P-gp/1109.png
1110.0,CNCCCC12CCC(c3ccccc31)c1ccccc12,0.0,train,../data/images/P-gp/1110.png
1111.0,CCCCCCCCCCSCC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,1.0,train,../data/images/P-gp/1111.png
1112.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,1.0,train,../data/images/P-gp/1112.png
1113.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)Cc1ccc(O)cc1)CC2,1.0,train,../data/images/P-gp/1113.png
1114.0,COc1cc([C@](C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O,0.0,train,../data/images/P-gp/1114.png
1115.0,COc1ccc(NC(=S)N/N=C2\C(=O)Nc3c2ccc2ccccc32)cc1,1.0,train,../data/images/P-gp/1115.png
1116.0,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,1.0,train,../data/images/P-gp/1116.png
1117.0,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,1.0,train,../data/images/P-gp/1117.png
1118.0,COc1cc2c(cc1OCCCN1CCN(CCCOc3cc4c(cc3OC)C(=O)C3CCC[C@H]3C=N4)CC1)N=C[C@@H]1CCCC1C2=O,1.0,train,../data/images/P-gp/1118.png
1119.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC=O)CC2,1.0,train,../data/images/P-gp/1119.png
1120.0,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,1.0,train,../data/images/P-gp/1120.png
1121.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,1.0,train,../data/images/P-gp/1121.png
1122.0,COc1ccc2c(c1)N(C[C@@H](C)CN(C)C)c1ccccc1S2,1.0,train,../data/images/P-gp/1122.png
1123.0,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12,0.0,train,../data/images/P-gp/1123.png
1124.0,CCC[S@](=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,0.0,train,../data/images/P-gp/1124.png
1125.0,Cc1cccc(NC(=O)CCc2ccc(N3C(N)=NC(N)=NC3(C)C)cc2)c1,1.0,train,../data/images/P-gp/1125.png
1126.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(n2cc(CCCCO)nn2)C(O)C(C)O1,0.0,train,../data/images/P-gp/1126.png
1127.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,1.0,train,../data/images/P-gp/1127.png
1128.0,CCCCCn1c(C)cc(C=Cc2ccc3cc(C)ccc3[n+]2C)c1C,1.0,train,../data/images/P-gp/1128.png
1129.0,O=C(Nc1sccc1S(=O)(=O)c1ccc(Cl)cc1)c1ccc(F)cc1F,0.0,train,../data/images/P-gp/1129.png
1130.0,CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)C2,0.0,train,../data/images/P-gp/1130.png
1131.0,COc1cc2nc(N3CCCN(C(=O)N4CCOCC4)CC3)cc(N)c2c(-c2ccc(F)cc2)c1OC,1.0,train,../data/images/P-gp/1131.png
1132.0,COc1cc2c(cc1OCCCN1CCN(c3ncnc4ccccc34)CC1)N=CC1CCCN1C2=O,1.0,train,../data/images/P-gp/1132.png
1133.0,CSCCC(NC(=O)OC(C)(C)C)C(=O)NCCNc1ccc(NCCNC(=O)C(CCSC)NC(=O)OC(C)(C)C)c2c1C(=O)c1ccccc1C2=O,1.0,train,../data/images/P-gp/1133.png
1134.0,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1.0,train,../data/images/P-gp/1134.png
1135.0,COc1ccc2c(c1)c1nn(CCN(C)C)c3ccc4c(=O)n(CCN(C)C)c(=O)n2c4c13,1.0,train,../data/images/P-gp/1135.png
1136.0,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0.0,train,../data/images/P-gp/1136.png
1137.0,C=C1C(=O)O[C@H]2[C@H]3O[C@@H](C[C@@H]12)[C@@]1(C)CC[C@H](O1)[C@H](C)CCC[C@H]3C,0.0,train,../data/images/P-gp/1137.png
1138.0,CCCCCCCCCCCC[N+]1(CCCCCCCCCCCC)CCCC(C)C1,1.0,train,../data/images/P-gp/1138.png
1139.0,Cc1c(S(=O)(=O)/N=C(\NN)Nc2ccc(Cl)cc2)sc2ccc(Cl)cc12,0.0,train,../data/images/P-gp/1139.png
1140.0,CC(CO)(CO)/N=C/c1cc(I)cc(I)c1O,0.0,train,../data/images/P-gp/1140.png
1141.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.0,train,../data/images/P-gp/1141.png
1142.0,CC(C)NCC(=O)Nc1c2c(nc3ccccc13)N(C)CC2,0.0,train,../data/images/P-gp/1142.png
1143.0,COc1ccc(CCNc2nc(N3CCc4cc(OC)c(OC)cc4C3)c3cc(OC)c(OC)cc3n2)cc1OC,1.0,train,../data/images/P-gp/1143.png
1144.0,CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O,0.0,train,../data/images/P-gp/1144.png
1145.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,1.0,train,../data/images/P-gp/1145.png
1146.0,CS(=O)(=O)c1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)nc2)c1,0.0,train,../data/images/P-gp/1146.png
1147.0,COc1ccc(-c2cn3c(n2)sc2cc(C)ccc23)cc1,1.0,train,../data/images/P-gp/1147.png
1148.0,O=[N+]([O-])C(Cl)=C(Sc1ccccc1)C(Cl)=C(Cl)Cl,0.0,train,../data/images/P-gp/1148.png
1149.0,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,0.0,train,../data/images/P-gp/1149.png
1150.0,O=C(c1ccco1)c1nc2cc(Cl)ccc2[n+]([O-])c1C(F)(F)F,0.0,train,../data/images/P-gp/1150.png
1151.0,C=C/C=C/[C@@H](O)CC(=C)C[C@H]1OC2[C@H](C)[C@@H](OC(=O)C[C@H]3C[C@H](OC(C)=O)C[C@@]4(C[C@@](C)(O)C[C@H](CC(=C)[C@@H](C)[C@H](OC(C)=O)[C@H](C)C(=O)C[C@@H]5C[C@H](OC)CC6(C[C@@H](O)C[C@H](/C=C\CCC[C@H]7O[C@](O)(C=C[C@H]7C)[C@H]2O)O6)O5)O4)O3)[C@@H]1O,1.0,train,../data/images/P-gp/1151.png
1152.0,CCOC(=O)C(=CNc1ccc(NC2=NCC(C)S2)cc1)C(=O)OCC,0.0,train,../data/images/P-gp/1152.png
1153.0,COC(=O)C12OCC34C(CC5C(C)=CC(=O)C(O)C5(C)C3C(O)C1O)OC(=O)C(OC(=O)CC(C)C)C24,1.0,train,../data/images/P-gp/1153.png
1154.0,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)N(C)C,1.0,train,../data/images/P-gp/1154.png
1155.0,CN1CCC(=C(c2ccc(F)cc2)c2cc(Cl)cs2)CC1,1.0,train,../data/images/P-gp/1155.png
1156.0,COc1cc2c3c(n(CCCNCCCNCCCn4c5c(c6cc(OC)c(OC)cc6c4=O)C(=O)c4ccccc4-5)c(=O)c2cc1OC)-c1ccccc1C3=O,1.0,train,../data/images/P-gp/1156.png
1157.0,O=C(O)CCc1cc2c(cc1O)Oc1cc(O)c(CCC(=O)O)cc1C21OC(=O)c2cc(C(=O)O)ccc21,0.0,train,../data/images/P-gp/1157.png
1158.0,NCCNCCCCCCNC(=O)c1cccc2cc3ccccc3nc12,1.0,train,../data/images/P-gp/1158.png
1159.0,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,1.0,train,../data/images/P-gp/1159.png
1160.0,CS(=O)(=O)c1c(N)c2nc(Cl)cn2c2nc3ccccc3nc12,0.0,train,../data/images/P-gp/1160.png
1161.0,Cn1c(=O)c(COc2ccc(C#N)cc2)nc2ccccc21,1.0,train,../data/images/P-gp/1161.png
1162.0,Cc1cccc(C)c1OCC(C)N,0.0,train,../data/images/P-gp/1162.png
1163.0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,train,../data/images/P-gp/1163.png
